,sub_cluster,words,cluster
1418,Names that Indicate Camaraderie/Friendship,playmate,(Super cluster 32: Categories of People)
1419,Experience/Expertise,beginner,(Super cluster 32: Categories of People)
1420,Experience/Expertise,expert,(Super cluster 32: Categories of People)
1421,Names for Spiritual/Mythological Characters,angel,(Super cluster 32: Categories of People)
1422,Names for Spiritual/Mythological Characters,god,(Super cluster 32: Categories of People)
1423,Names for Spiritual/Mythological Characters,cupid,(Super cluster 32: Categories of People)
1424,Names for Spiritual/Mythological Characters,devil,(Super cluster 32: Categories of People)
1425,Names for Spiritual/Mythological Characters,elf,(Super cluster 32: Categories of People)
1426,Names for Spiritual/Mythological Characters,fairy,(Super cluster 32: Categories of People)
1427,Names for Spiritual/Mythological Characters,ghost,(Super cluster 32: Categories of People)
1428,Names for Spiritual/Mythological Characters,monster,(Super cluster 32: Categories of People)
1429,Names for Spiritual/Mythological Characters,witch,(Super cluster 32: Categories of People)
1430,Names for Spiritual/Mythological Characters,wizard,(Super cluster 32: Categories of People)
1431,Craters and Valleys,hole,"(Super cluster 33: Places, Land, and Terrain)"
1432,Craters and Valleys,canyon,"(Super cluster 33: Places, Land, and Terrain)"
1433,Craters and Valleys,ditch,"(Super cluster 33: Places, Land, and Terrain)"
1434,Craters and Valleys,manhole,"(Super cluster 33: Places, Land, and Terrain)"
1435,Craters and Valleys,pit,"(Super cluster 33: Places, Land, and Terrain)"
1436,Craters and Valleys,valley,"(Super cluster 33: Places, Land, and Terrain)"
1437,Areas of Land,land,"(Super cluster 33: Places, Land, and Terrain)"
1438,Areas of Land,lot,"(Super cluster 33: Places, Land, and Terrain)"
1439,Areas of Land,place,"(Super cluster 33: Places, Land, and Terrain)"
1440,Areas of Land,region,"(Super cluster 33: Places, Land, and Terrain)"
1441,Areas of Land,area,"(Super cluster 33: Places, Land, and Terrain)"
1442,Areas of Land,location,"(Super cluster 33: Places, Land, and Terrain)"
1443,Areas of Land,territory,"(Super cluster 33: Places, Land, and Terrain)"
1444,Areas of Land,zone,"(Super cluster 33: Places, Land, and Terrain)"
1445,Parks and Yards,garden,"(Super cluster 33: Places, Land, and Terrain)"
1446,Parks and Yards,park,"(Super cluster 33: Places, Land, and Terrain)"
1447,Parks and Yards,yard,"(Super cluster 33: Places, Land, and Terrain)"
1448,Parks and Yards,patio,"(Super cluster 33: Places, Land, and Terrain)"
1449,Parks and Yards,playground,"(Super cluster 33: Places, Land, and Terrain)"
1450,Parks and Yards,schoolyard,"(Super cluster 33: Places, Land, and Terrain)"
,Parks and Yards,zoo,"(Super cluster 33: Places, Land, and Terrain)"
1451,Characteristics of Places,desert,"(Super cluster 33: Places, Land, and Terrain)"
1452,Pastures and Fields,field,"(Super cluster 33: Places, Land, and Terrain)"
1453,Pastures and Fields,prairie,"(Super cluster 33: Places, Land, and Terrain)"
1454,Woodlands and Forests,forest,"(Super cluster 33: Places, Land, and Terrain)"
1455,Woodlands and Forests,jungle,"(Super cluster 33: Places, Land, and Terrain)"
1456,Hills and Mountains,hill,"(Super cluster 33: Places, Land, and Terrain)"
1457,Hills and Mountains,mountain,"(Super cluster 33: Places, Land, and Terrain)"
1458,Hills and Mountains,cliff,"(Super cluster 33: Places, Land, and Terrain)"
1459,Hills and Mountains,hillside,"(Super cluster 33: Places, Land, and Terrain)"
1460,Hills and Mountains,mound,"(Super cluster 33: Places, Land, and Terrain)"
1461,Bodies in Space,moon,"(Super cluster 33: Places, Land, and Terrain)"
1462,Bodies in Space,sky,"(Super cluster 33: Places, Land, and Terrain)"
1463,Bodies in Space,star,"(Super cluster 33: Places, Land, and Terrain)"
1464,Bodies in Space,sun,"(Super cluster 33: Places, Land, and Terrain)"
1465,Bodies in Space,universe,"(Super cluster 33: Places, Land, and Terrain)"
1466,Bodies in Space,world,"(Super cluster 33: Places, Land, and Terrain)"
1467,Bodies in Space,meteor,"(Super cluster 33: Places, Land, and Terrain)"
1468,Bodies in Space,planet,"(Super cluster 33: Places, Land, and Terrain)"
1469,Bodies in Space,space,"(Super cluster 33: Places, Land, and Terrain)"
1470,Products of Fire,ash,(Super cluster 34: Combustion and Temperature)
1471,Products of Fire,smoke,(Super cluster 34: Combustion and Temperature)
1472,Products Associated with Fire,pipe,(Super cluster 34: Combustion and Temperature)
1473,Fire,fire,(Super cluster 34: Combustion and Temperature)
1474,Fire,burn,(Super cluster 34: Combustion and Temperature)
1475,Fire,campfire,(Super cluster 34: Combustion and Temperature)
1476,Fire,flame,(Super cluster 34: Combustion and Temperature)
1477,Fire,spark,(Super cluster 34: Combustion and Temperature)
1478,Temperature,cold,(Super cluster 34: Combustion and Temperature)
1479,Temperature,heat,(Super cluster 34: Combustion and Temperature)
1480,Temperature,hot,(Super cluster 34: Combustion and Temperature)
1481,Temperature,temperature,(Super cluster 34: Combustion and Temperature)
1482,Temperature,warm,(Super cluster 34: Combustion and Temperature)
1483,Temperature,chill,(Super cluster 34: Combustion and Temperature)
1484,Temperature,cool,(Super cluster 34: Combustion and Temperature)
1485,Specific Actions Done with the Hands,point,(Super cluster 35: Actions Involving Holding and Touching)
1486,Specific Actions Done with the Hands,wave,(Super cluster 35: Actions Involving Holding and Touching)
1487,Specific Actions Done with the Hands,clap,(Super cluster 35: Actions Involving Holding and Touching)
1488,Specific Actions Done with the Hands,handshake,(Super cluster 35: Actions Involving Holding and Touching)
1489,Specific Actions Done with the Hands,salute,(Super cluster 35: Actions Involving Holding and Touching)
1490,Feeling and Striking,hit,(Super cluster 35: Actions Involving Holding and Touching)
1491,Feeling and Striking,slap,(Super cluster 35: Actions Involving Holding and Touching)
1492,Feeling and Striking,spank,(Super cluster 35: Actions Involving Holding and Touching)
1493,Feeling and Striking,touch,(Super cluster 35: Actions Involving Holding and Touching)
1494,Feeling and Striking,beat,(Super cluster 35: Actions Involving Holding and Touching)
1495,Feeling and Striking,feel,(Super cluster 35: Actions Involving Holding and Touching)
1496,Feeling and Striking,knock,(Super cluster 35: Actions Involving Holding and Touching)
1497,Feeling and Striking,pat,(Super cluster 35: Actions Involving Holding and Touching)
1498,Feeling and Striking,pound,(Super cluster 35: Actions Involving Holding and Touching)
1499,Feeling and Striking,smash,(Super cluster 35: Actions Involving Holding and Touching)
1500,Feeling and Striking,tap,(Super cluster 35: Actions Involving Holding and Touching)
1501,Feeling and Striking,tickle,(Super cluster 35: Actions Involving Holding and Touching)
1502,Grabbing and Holding,catch,(Super cluster 35: Actions Involving Holding and Touching)
1503,Grabbing and Holding,hold,(Super cluster 35: Actions Involving Holding and Touching)
1504,Grabbing and Holding,hug,(Super cluster 35: Actions Involving Holding and Touching)
1505,Grabbing and Holding,pick,(Super cluster 35: Actions Involving Holding and Touching)
1506,Grabbing and Holding,clasp,(Super cluster 35: Actions Involving Holding and Touching)
1507,Grabbing and Holding,cuddle,(Super cluster 35: Actions Involving Holding and Touching)
1508,Grabbing and Holding,grab,(Super cluster 35: Actions Involving Holding and Touching)
1509,Grabbing and Holding,pinch,(Super cluster 35: Actions Involving Holding and Touching)
1510,Grabbing and Holding,snuggle,(Super cluster 35: Actions Involving Holding and Touching)
1511,Grabbing and Holding,squeeze,(Super cluster 35: Actions Involving Holding and Touching)
1512,Mathematical Quantities,average,(Super cluster 36: Mathematical Operations and Quantities)
1513,Mathematical Quantities,sum,(Super cluster 36: Mathematical Operations and Quantities)
1514,Mathematical Quantities,total,(Super cluster 36: Mathematical Operations and Quantities)
1515,Mathematical Operations,add,(Super cluster 36: Mathematical Operations and Quantities)
1516,Mathematical Operations,count,(Super cluster 36: Mathematical Operations and Quantities)
1517,Mathematical Operations,minus,(Super cluster 36: Mathematical Operations and Quantities)
1518,Mathematical Operations,plus,(Super cluster 36: Mathematical Operations and Quantities)
1519,Mathematical Operations,subtract,(Super cluster 36: Mathematical Operations and Quantities)
1520,Mathematical Operations,addition,(Super cluster 36: Mathematical Operations and Quantities)
1521,Mathematical Operations,cube,(Super cluster 36: Mathematical Operations and Quantities)
1522,Mathematical Operations,divide,(Super cluster 36: Mathematical Operations and Quantities)
1523,Mathematical Operations,division,(Super cluster 36: Mathematical Operations and Quantities)
1524,Mathematical Operations,multiplication,(Super cluster 36: Mathematical Operations and Quantities)
1525,Mathematical Operations,multiply,(Super cluster 36: Mathematical Operations and Quantities)
1526,Mathematical Operations,subtraction,(Super cluster 36: Mathematical Operations and Quantities)
1527,Branches of Mathematics,math,(Super cluster 36: Mathematical Operations and Quantities)
1528,Mental Exploration,news,(Super cluster 37: Reasoning and Mental Actions)
1529,Mental Exploration,search,(Super cluster 37: Reasoning and Mental Actions)
1530,Mental Exploration,analyze,(Super cluster 37: Reasoning and Mental Actions)
1531,Mental Exploration,examine,(Super cluster 37: Reasoning and Mental Actions)
1532,Mental Exploration,experiment,(Super cluster 37: Reasoning and Mental Actions)
1533,Mental Exploration,explore,(Super cluster 37: Reasoning and Mental Actions)
1534,Mental Exploration,homework,(Super cluster 37: Reasoning and Mental Actions)
1535,Mental Exploration,investigate,(Super cluster 37: Reasoning and Mental Actions)
1536,Mental Exploration,lesson,(Super cluster 37: Reasoning and Mental Actions)
1537,Mental Exploration,schoolwork,(Super cluster 37: Reasoning and Mental Actions)
1538,Conclusions,guess,(Super cluster 37: Reasoning and Mental Actions)
1539,Conclusions,calculate,(Super cluster 37: Reasoning and Mental Actions)
1540,Conclusions,clue,(Super cluster 37: Reasoning and Mental Actions)
1541,Conclusions,compose,(Super cluster 37: Reasoning and Mental Actions)
1542,Conclusions,conclude,(Super cluster 37: Reasoning and Mental Actions)
1543,Conclusions,create,(Super cluster 37: Reasoning and Mental Actions)
1544,Conclusions,design,(Super cluster 37: Reasoning and Mental Actions)
1545,Conclusions,estimate,(Super cluster 37: Reasoning and Mental Actions)
1546,Conclusions,fact,(Super cluster 37: Reasoning and Mental Actions)
1547,Conclusions,information,(Super cluster 37: Reasoning and Mental Actions)
1548,Conclusions,invent,(Super cluster 37: Reasoning and Mental Actions)
1549,Conclusions,invention,(Super cluster 37: Reasoning and Mental Actions)
1550,Conclusions,mystery,(Super cluster 37: Reasoning and Mental Actions)
1551,Conclusions,prediction,(Super cluster 37: Reasoning and Mental Actions)
1552,Conclusions,prove,(Super cluster 37: Reasoning and Mental Actions)
1553,Conclusions,solve,(Super cluster 37: Reasoning and Mental Actions)
1554,Conclusions,suppose,(Super cluster 37: Reasoning and Mental Actions)
1555,Topics and Subjects,goal,(Super cluster 37: Reasoning and Mental Actions)
1556,Topics and Subjects,plan,(Super cluster 37: Reasoning and Mental Actions)
1557,Topics and Subjects,subject,(Super cluster 37: Reasoning and Mental Actions)
1558,Topics and Subjects,topic,(Super cluster 37: Reasoning and Mental Actions)
1559,Interest,attention,(Super cluster 37: Reasoning and Mental Actions)
1560,Interest,interest,(Super cluster 37: Reasoning and Mental Actions)
1561,Definition/Meaning,define,(Super cluster 37: Reasoning and Mental Actions)
1562,Memory/Thought (General),forget,(Super cluster 37: Reasoning and Mental Actions)
1563,Memory/Thought (General),idea,(Super cluster 37: Reasoning and Mental Actions)
1564,Memory/Thought (General),remember,(Super cluster 37: Reasoning and Mental Actions)
1565,Memory/Thought (General),think,(Super cluster 37: Reasoning and Mental Actions)
1566,Memory/Thought (General),thought,(Super cluster 37: Reasoning and Mental Actions)
1567,Memory/Thought (General),wonder,(Super cluster 37: Reasoning and Mental Actions)
1568,Memory/Thought (General),imagine,(Super cluster 37: Reasoning and Mental Actions)
1569,Memory/Thought (General),memory,(Super cluster 37: Reasoning and Mental Actions)
1570,Beliefs,belief,(Super cluster 37: Reasoning and Mental Actions)
1571,Beliefs,opinion,(Super cluster 37: Reasoning and Mental Actions)
1572,Intelligence,able,(Super cluster 37: Reasoning and Mental Actions)
1573,Intelligence,smart,(Super cluster 37: Reasoning and Mental Actions)
1574,Intelligence,stupid,(Super cluster 37: Reasoning and Mental Actions)
1575,Intelligence,alert,(Super cluster 37: Reasoning and Mental Actions)
1576,Intelligence,brilliant,(Super cluster 37: Reasoning and Mental Actions)
1577,Intelligence,wise,(Super cluster 37: Reasoning and Mental Actions)
,,clever,
1578,Consciousness/Unconsciousness,asleep,(Super cluster 37: Reasoning and Mental Actions)
1579,Consciousness/Unconsciousness,awake,(Super cluster 37: Reasoning and Mental Actions)
1580,Consciousness/Unconsciousness,nap,(Super cluster 37: Reasoning and Mental Actions)
1581,Consciousness/Unconsciousness,sleep,(Super cluster 37: Reasoning and Mental Actions)
1582,Consciousness/Unconsciousness,daydream,(Super cluster 37: Reasoning and Mental Actions)
1583,Consciousness/Unconsciousness,dream,(Super cluster 37: Reasoning and Mental Actions)
1584,Consciousness/Unconsciousness,pretend,(Super cluster 37: Reasoning and Mental Actions)
1585,Consciousness/Unconsciousness,wake,(Super cluster 37: Reasoning and Mental Actions)
1586,Learning and Teaching,coach,(Super cluster 37: Reasoning and Mental Actions)
1587,Learning and Teaching,direction,(Super cluster 37: Reasoning and Mental Actions)
1588,Learning and Teaching,know,(Super cluster 37: Reasoning and Mental Actions)
1589,Learning and Teaching,learn,(Super cluster 37: Reasoning and Mental Actions)
1590,Learning and Teaching,teach,(Super cluster 37: Reasoning and Mental Actions)
1591,Learning and Teaching,understand,(Super cluster 37: Reasoning and Mental Actions)
1592,Learning and Teaching,advice,(Super cluster 37: Reasoning and Mental Actions)
1593,Learning and Teaching,comprehend,(Super cluster 37: Reasoning and Mental Actions)
1594,Learning and Teaching,confuse,(Super cluster 37: Reasoning and Mental Actions)
1595,Learning and Teaching,discover,(Super cluster 37: Reasoning and Mental Actions)
1596,Learning and Teaching,information,(Super cluster 37: Reasoning and Mental Actions)
1597,Learning and Teaching,instruct,(Super cluster 37: Reasoning and Mental Actions)
1598,Learning and Teaching,outsmart,(Super cluster 37: Reasoning and Mental Actions)
1599,Learning and Teaching,study,(Super cluster 37: Reasoning and Mental Actions)
1600,Learning and Teaching,suggest,(Super cluster 37: Reasoning and Mental Actions)
1601,Learning and Teaching,trick,(Super cluster 37: Reasoning and Mental Actions)
1601,Learning and Teaching,tick,(Super cluster 37: Reasoning and Mental Actions)
1601,Learning and Teaching,read,(Super cluster 37: Reasoning and Mental Actions)
1602,Choice,choice,(Super cluster 37: Reasoning and Mental Actions)
1603,Choice,choose,(Super cluster 37: Reasoning and Mental Actions)
1604,Choice,decide,(Super cluster 37: Reasoning and Mental Actions)
1605,Choice,judge,(Super cluster 37: Reasoning and Mental Actions)
1606,Choice,pick,(Super cluster 37: Reasoning and Mental Actions)
1607,Choice,select,(Super cluster 37: Reasoning and Mental Actions)
1608,Choice,appoint,(Super cluster 37: Reasoning and Mental Actions)
1609,Choice,sort,(Super cluster 37: Reasoning and Mental Actions)
1610,Procedures and Processes,process,(Super cluster 37: Reasoning and Mental Actions)
1611,Procedures and Processes,recipe,(Super cluster 37: Reasoning and Mental Actions)
1612,Procedures and Processes,routine,(Super cluster 37: Reasoning and Mental Actions)
1613,Countries and Continents,country,(Super cluster 38: Locations and Places Where People Live)
1614,Countries and Continents,nation,(Super cluster 38: Locations and Places Where People Live)
1615,Countries and Continents,continent,(Super cluster 38: Locations and Places Where People Live)
1616,Countries and Continents,equator,(Super cluster 38: Locations and Places Where People Live)
1617,Countries and Continents,hemisphere,(Super cluster 38: Locations and Places Where People Live)
1617,Countries and Continents,china,(Super cluster 38: Locations and Places Where People Live)
1618,Locations Where People Might Live,city,(Super cluster 38: Locations and Places Where People Live)
1619,Locations Where People Might Live,neighborhood,(Super cluster 38: Locations and Places Where People Live)
1620,Locations Where People Might Live,state,(Super cluster 38: Locations and Places Where People Live)
1621,Locations Where People Might Live,town,(Super cluster 38: Locations and Places Where People Live)
1622,Locations Where People Might Live,village,(Super cluster 38: Locations and Places Where People Live)
1623,Locations Where People Might Live,camp,(Super cluster 38: Locations and Places Where People Live)
1624,Locations Where People Might Live,county,(Super cluster 38: Locations and Places Where People Live)
1625,Locations Where People Might Live,downtown,(Super cluster 38: Locations and Places Where People Live)
1626,Locations Where People Might Live,ghetto,(Super cluster 38: Locations and Places Where People Live)
1627,Locations Where People Might Live,heaven,(Super cluster 38: Locations and Places Where People Live)
1628,Locations Where People Might Live,slum,(Super cluster 38: Locations and Places Where People Live)
1629,Locations Where People Might Live,suburb,(Super cluster 38: Locations and Places Where People Live)
1630,Actions Related to Fear,scare,(Super cluster 39: Emotions and Attitudes)
1631,Fun and Joy,fun,(Super cluster 39: Emotions and Attitudes)
1632,Fun and Joy,glad,(Super cluster 39: Emotions and Attitudes)
1633,Fun and Joy,happy,(Super cluster 39: Emotions and Attitudes)
1634,Fun and Joy,joke,(Super cluster 39: Emotions and Attitudes)
1635,Fun and Joy,jolly,(Super cluster 39: Emotions and Attitudes)
1636,Fun and Joy,joy,(Super cluster 39: Emotions and Attitudes)
1637,Fun and Joy,merry,(Super cluster 39: Emotions and Attitudes)
1638,Fun and Joy,play,(Super cluster 39: Emotions and Attitudes)
1639,Fun and Joy,please,(Super cluster 39: Emotions and Attitudes)
1640,Fun and Joy,silly,(Super cluster 39: Emotions and Attitudes)
1641,Fun and Joy,celebrate,(Super cluster 39: Emotions and Attitudes)
1642,Fun and Joy,happiness,(Super cluster 39: Emotions and Attitudes)
1643,Fun and Joy,humor,(Super cluster 39: Emotions and Attitudes)
1644,Fun and Joy,joyful,(Super cluster 39: Emotions and Attitudes)
1645,Cruelty and Meanness,cruel,(Super cluster 39: Emotions and Attitudes)
1646,Cruelty and Meanness,mean,(Super cluster 39: Emotions and Attitudes)
1647,Cruelty and Meanness,unkind,(Super cluster 39: Emotions and Attitudes)
1648,Cruelty and Meanness,violent,(Super cluster 39: Emotions and Attitudes)
1649,General Upset,alone,(Super cluster 39: Emotions and Attitudes)
1650,General Upset,bother,(Super cluster 39: Emotions and Attitudes)
1651,General Upset,upset,(Super cluster 39: Emotions and Attitudes)
1652,Doubt and Hope,belief,(Super cluster 39: Emotions and Attitudes)
1653,Doubt and Hope,doubt,(Super cluster 39: Emotions and Attitudes)
1654,Doubt and Hope,hope,(Super cluster 39: Emotions and Attitudes)
1655,Doubt and Hope,trust,(Super cluster 39: Emotions and Attitudes)
1656,Desire,expect,(Super cluster 39: Emotions and Attitudes)
1657,Desire,miss,(Super cluster 39: Emotions and Attitudes)
1658,Desire,need,(Super cluster 39: Emotions and Attitudes)
1659,Desire,selfish,(Super cluster 39: Emotions and Attitudes)
1660,Desire,want,(Super cluster 39: Emotions and Attitudes)
1661,Desire,wish,(Super cluster 39: Emotions and Attitudes)
1662,Envy and Jealousy,jealous,(Super cluster 39: Emotions and Attitudes)
1663,Anger,anger,(Super cluster 39: Emotions and Attitudes)
1664,Anger,angry,(Super cluster 39: Emotions and Attitudes)
1665,Anger,dislike,(Super cluster 39: Emotions and Attitudes)
1666,Anger,hate,(Super cluster 39: Emotions and Attitudes)
1667,Anger,mad,(Super cluster 39: Emotions and Attitudes)
,,tired,
1668,Caring and Trusting,believe,(Super cluster 39: Emotions and Attitudes)
1669,Caring and Trusting,care,(Super cluster 39: Emotions and Attitudes)
1670,Caring and Trusting,enjoy,(Super cluster 39: Emotions and Attitudes)
1671,Caring and Trusting,like,(Super cluster 39: Emotions and Attitudes)
1672,Caring and Trusting,love,(Super cluster 39: Emotions and Attitudes)
,,favorite,
,,,
1673,Caring and Trusting,forgive,(Super cluster 39: Emotions and Attitudes)
1674,Caring and Trusting,want,(Super cluster 39: Emotions and Attitudes)
1675,Fear,afraid,(Super cluster 39: Emotions and Attitudes)
1676,Fear,alarm,(Super cluster 39: Emotions and Attitudes)
1677,Fear,fear,(Super cluster 39: Emotions and Attitudes)
1678,Fear,nervous,(Super cluster 39: Emotions and Attitudes)
,,scared,
1679,Human Traits (General),skill,(Super cluster 39: Emotions and Attitudes)
1680,Human Traits (General),talent,(Super cluster 39: Emotions and Attitudes)
1681,Excitement and Attention,amaze,(Super cluster 39: Emotions and Attitudes)
1682,Excitement and Attention,excite,(Super cluster 39: Emotions and Attitudes)
1683,Excitement and Attention,surprise,(Super cluster 39: Emotions and Attitudes)
1684,Sadness,sad,(Super cluster 39: Emotions and Attitudes)
1685,Sadness,sorry,(Super cluster 39: Emotions and Attitudes)
1686,Sadness,unhappy,(Super cluster 39: Emotions and Attitudes)
1687,Irritability,grouch,(Super cluster 39: Emotions and Attitudes)
1688,Irritability,grumpy,(Super cluster 39: Emotions and Attitudes)
1689,Irritability,rude,(Super cluster 39: Emotions and Attitudes)
1690,Guilt and Worry,guilt,(Super cluster 39: Emotions and Attitudes)
1691,Guilt and Worry,shame,(Super cluster 39: Emotions and Attitudes)
1692,Guilt and Worry,worry,(Super cluster 39: Emotions and Attitudes)
1693,Causality/Effect,cause,(Super cluster 3: Cause and Effect)
1694,Causality/Effect,change,(Super cluster 3: Cause and Effect)
1695,Causality/Effect,effect,(Super cluster 3: Cause and Effect)
1696,Causality/Effect,outcome,(Super cluster 3: Cause and Effect)
1697,Causality/Effect,purpose,(Super cluster 3: Cause and Effect)
1698,Causality/Effect,reason,(Super cluster 3: Cause and Effect)
1699,Causality/Effect,result,(Super cluster 3: Cause and Effect)
1700,Cause/Effect (Relationship Markers),because,(Super cluster 3: Cause and Effect)
1701,Cause/Effect (Relationship Markers),by,(Super cluster 3: Cause and Effect)
1702,Cause/Effect (Relationship Markers),for,(Super cluster 3: Cause and Effect)
1703,Cause/Effect (Relationship Markers),from,(Super cluster 3: Cause and Effect)
1704,Cause/Effect (Relationship Markers),if,(Super cluster 3: Cause and Effect)
1705,Cause/Effect (Relationship Markers),since,(Super cluster 3: Cause and Effect)
1706,Cause/Effect (Relationship Markers),so,(Super cluster 3: Cause and Effect)
1707,Cause/Effect (Relationship Markers),then,(Super cluster 3: Cause and Effect)
1708,Cause/Effect (Relationship Markers),to,(Super cluster 3: Cause and Effect)
1709,Cause/Effect (Relationship Markers),because of,(Super cluster 3: Cause and Effect)
1710,Breathing,blow,(Super cluster 40: Actions Involving the Face)
1711,Breathing,breath,(Super cluster 40: Actions Involving the Face)
1712,Breathing,choke,(Super cluster 40: Actions Involving the Face)
1713,Breathing,exhale,(Super cluster 40: Actions Involving the Face)
1714,Actions Associated with the Nose,smell,(Super cluster 40: Actions Involving the Face)
1715,Actions Associated with the Nose,sneeze,(Super cluster 40: Actions Involving the Face)
1716,Actions Associated with the Nose,sniff,(Super cluster 40: Actions Involving the Face)
1717,Actions Associated with the Nose,snore,(Super cluster 40: Actions Involving the Face)
1718,Actions Associated with the Nose,snort,(Super cluster 40: Actions Involving the Face)
1719,Actions Associated with the Nose,stink,(Super cluster 40: Actions Involving the Face)
1720,Actions Associated with the Mouth,kiss,(Super cluster 40: Actions Involving the Face)
1721,Actions Associated with the Mouth,suck,(Super cluster 40: Actions Involving the Face)
1722,Actions Associated with the Mouth,lick,(Super cluster 40: Actions Involving the Face)
1723,Actions Associated with the Mouth,spit,(Super cluster 40: Actions Involving the Face)
1724,Facial Expressions,grin,(Super cluster 40: Actions Involving the Face)
1725,Facial Expressions,smile,(Super cluster 40: Actions Involving the Face)
1726,Facial Expressions,frown,(Super cluster 40: Actions Involving the Face)
1727,Facial Expressions,nod,(Super cluster 40: Actions Involving the Face)
1728,Lubricants and Fuels,fuel,(Super cluster 41: Machines and Tools)
1729,Lubricants and Fuels,gas,(Super cluster 41: Machines and Tools)
1730,Lubricants and Fuels,grease,(Super cluster 41: Machines and Tools)
1731,Lubricants and Fuels,oil,(Super cluster 41: Machines and Tools)
1732,Engines,battery,(Super cluster 41: Machines and Tools)
1733,Engines,brake,(Super cluster 41: Machines and Tools)
1734,Engines,engine,(Super cluster 41: Machines and Tools)
1735,Engines,jet,(Super cluster 41: Machines and Tools)
1736,Engines,motor,(Super cluster 41: Machines and Tools)
1737,Miscellaneous Devices,dial,(Super cluster 41: Machines and Tools)
1738,Miscellaneous Devices,ladder,(Super cluster 41: Machines and Tools)
1739,Miscellaneous Devices,pedal,(Super cluster 41: Machines and Tools)
1740,Miscellaneous Devices,switch,(Super cluster 41: Machines and Tools)
1741,Miscellaneous Devices,trigger,(Super cluster 41: Machines and Tools)
1742,Cutting Tools,ax,(Super cluster 41: Machines and Tools)
1743,Cutting Tools,axe,(Super cluster 41: Machines and Tools)
1744,Cutting Tools,knife,(Super cluster 41: Machines and Tools)
1745,Cutting Tools,scissors,(Super cluster 41: Machines and Tools)
1746,Cutting Tools,blade,(Super cluster 41: Machines and Tools)
1747,Cutting Tools,lawnmower,(Super cluster 41: Machines and Tools)
1748,Cutting Tools,pocketknife,(Super cluster 41: Machines and Tools)
1749,Electronics,computer,(Super cluster 41: Machines and Tools)
1750,Electronics,keyboard,(Super cluster 41: Machines and Tools)
1751,Electronics,monitor,(Super cluster 41: Machines and Tools)
1752,Electronics,mouse,(Super cluster 41: Machines and Tools)
1753,Electronics,robot,(Super cluster 41: Machines and Tools)
1754,Handles,doorknob,(Super cluster 41: Machines and Tools)
1755,Handles,handle,(Super cluster 41: Machines and Tools)
1756,Handles,knob,(Super cluster 41: Machines and Tools)
1757,Vision-Related Equipment,camera,(Super cluster 41: Machines and Tools)
1758,Fasteners,chain,(Super cluster 41: Machines and Tools)
1759,Fasteners,glue,(Super cluster 41: Machines and Tools)
1760,Fasteners,key,(Super cluster 41: Machines and Tools)
1761,Fasteners,lock,(Super cluster 41: Machines and Tools)
1762,Fasteners,nail,(Super cluster 41: Machines and Tools)
1763,Fasteners,needle,(Super cluster 41: Machines and Tools)
1764,Fasteners,pin,(Super cluster 41: Machines and Tools)
1765,Fasteners,rope,(Super cluster 41: Machines and Tools)
1766,Fasteners,string,(Super cluster 41: Machines and Tools)
1767,Fasteners,cable,(Super cluster 41: Machines and Tools)
1768,Fasteners,knot,(Super cluster 41: Machines and Tools)
1769,Fasteners,screw,(Super cluster 41: Machines and Tools)
1770,Fasteners,shoelace,(Super cluster 41: Machines and Tools)
1771,Fasteners,strap,(Super cluster 41: Machines and Tools)
1772,Weapons,arrow,(Super cluster 41: Machines and Tools)
1773,Weapons,bomb,(Super cluster 41: Machines and Tools)
1774,Weapons,bullet,(Super cluster 41: Machines and Tools)
1775,Weapons,firecracker,(Super cluster 41: Machines and Tools)
1776,Weapons,fireworks,(Super cluster 41: Machines and Tools)
1777,Weapons,gun,(Super cluster 41: Machines and Tools)
1778,Weapons,sword,(Super cluster 41: Machines and Tools)
1779,Tools (General),hammer,(Super cluster 41: Machines and Tools)
1780,Tools (General),saw,(Super cluster 41: Machines and Tools)
1781,Tools (General),shovel,(Super cluster 41: Machines and Tools)
1782,Tools (General),tool,(Super cluster 41: Machines and Tools)
1783,Tools (General),drill,(Super cluster 41: Machines and Tools)
1784,Tools (General),rake,(Super cluster 41: Machines and Tools)
1785,Tools (General),screwdrivers,(Super cluster 41: Machines and Tools)
1786,Tools (General),tweezers,(Super cluster 41: Machines and Tools)
1787,Appliances,oven,(Super cluster 41: Machines and Tools)
1788,Appliances,radio,(Super cluster 41: Machines and Tools)
1789,Appliances,stove,(Super cluster 41: Machines and Tools)
1790,Appliances,television,(Super cluster 41: Machines and Tools)
1791,Appliances,furnace,(Super cluster 41: Machines and Tools)
1792,Appliances,heater,(Super cluster 41: Machines and Tools)
1793,Appliances,fridge,(Super cluster 41: Machines and Tools)
,,refrigerator,
1794,Machines,machine,(Super cluster 41: Machines and Tools)
1795,Abrasive/Cutting Actions,cut,(Super cluster 41: Machines and Tools)
1796,Abrasive/Cutting Actions,rub,(Super cluster 41: Machines and Tools)
1797,Abrasive/Cutting Actions,carve,(Super cluster 41: Machines and Tools)
1798,Abrasive/Cutting Actions,chop,(Super cluster 41: Machines and Tools)
1799,Abrasive/Cutting Actions,clip,(Super cluster 41: Machines and Tools)
1800,Abrasive/Cutting Actions,dig,(Super cluster 41: Machines and Tools)
1801,Abrasive/Cutting Actions,mow,(Super cluster 41: Machines and Tools)
