,sub_cluster,words,cluster
707,Foods that Are Prepared,macaroni,(Super cluster 22: Food and Eating)
708,Foods that Are Prepared,muffin,(Super cluster 22: Food and Eating)
709,Foods that Are Prepared,noodle,(Super cluster 22: Food and Eating)
710,Foods that Are Prepared,oatmeal,(Super cluster 22: Food and Eating)
711,Foods that Are Prepared,omelet,(Super cluster 22: Food and Eating)
712,Foods that Are Prepared,pretzel,(Super cluster 22: Food and Eating)
713,Foods that Are Prepared,spaghetti,(Super cluster 22: Food and Eating)
714,Foods that Are Prepared,taco,(Super cluster 22: Food and Eating)
715,Foods that Are Prepared,tortilla,(Super cluster 22: Food and Eating)
716,Foods that Are Prepared,waffle,(Super cluster 22: Food and Eating)
717,Hunger and Thirst,hungry,(Super cluster 22: Food and Eating)
718,Hunger and Thirst,hunger,(Super cluster 22: Food and Eating)
719,Hunger and Thirst,starve,(Super cluster 22: Food and Eating)
720,Hunger and Thirst,thirst,(Super cluster 22: Food and Eating)
721,Hunger and Thirst,thirsty,(Super cluster 22: Food and Eating)
722,Types of Meals,breakfast,(Super cluster 22: Food and Eating)
723,Types of Meals,dinner,(Super cluster 22: Food and Eating)
724,Types of Meals,lunch,(Super cluster 22: Food and Eating)
725,Types of Meals,meal,(Super cluster 22: Food and Eating)
726,Types of Meals,picnic,(Super cluster 22: Food and Eating)
727,Types of Meals,supper,(Super cluster 22: Food and Eating)
728,Types of Meals,treat,(Super cluster 22: Food and Eating)
729,Types of Meals,dessert,(Super cluster 22: Food and Eating)
730,Meats,bacon,(Super cluster 22: Food and Eating)
731,Meats,beef,(Super cluster 22: Food and Eating)
732,Meats,ham,(Super cluster 22: Food and Eating)
733,Meats,hotdog,(Super cluster 22: Food and Eating)
734,Meats,sausage,(Super cluster 22: Food and Eating)
735,Meats,bologna,(Super cluster 22: Food and Eating)
736,Meats,pork,(Super cluster 22: Food and Eating)
737,Meats,steak,(Super cluster 22: Food and Eating)
738,Food-Related Actions,bake,(Super cluster 22: Food and Eating)
739,Food-Related Actions,boil,(Super cluster 22: Food and Eating)
740,Food-Related Actions,cook,(Super cluster 22: Food and Eating)
741,Food-Related Actions,barbeque,(Super cluster 22: Food and Eating)
742,Food-Related Actions,broil,(Super cluster 22: Food and Eating)
743,Food-Related Actions,fry,(Super cluster 22: Food and Eating)
744,Food-Related Actions,grill,(Super cluster 22: Food and Eating)
745,Food-Related Actions,roast,(Super cluster 22: Food and Eating)
746,Food-Related Actions,serve,(Super cluster 22: Food and Eating)
747,Dairy Products,butter,(Super cluster 22: Food and Eating)
748,Dairy Products,cheese,(Super cluster 22: Food and Eating)
749,Dairy Products,egg,(Super cluster 22: Food and Eating)
750,Dairy Products,yolk,(Super cluster 22: Food and Eating)
751,Dairy Products,cream,(Super cluster 22: Food and Eating)
752,Dairy Products,margarine,(Super cluster 22: Food and Eating)
,,yogurt,
,,menu,
753,Drinks,juice,(Super cluster 22: Food and Eating)
754,Drinks,milk,(Super cluster 22: Food and Eating)
755,Drinks,pop,(Super cluster 22: Food and Eating)
756,Drinks,soup,(Super cluster 22: Food and Eating)
757,Drinks,beer,(Super cluster 22: Food and Eating)
758,Drinks,chili,(Super cluster 22: Food and Eating)
759,Drinks,coffee,(Super cluster 22: Food and Eating)
760,Drinks,soda,(Super cluster 22: Food and Eating)
761,Drinks,stew,(Super cluster 22: Food and Eating)
762,Drinks,tea,(Super cluster 22: Food and Eating)
763,Drinks,wine,(Super cluster 22: Food and Eating)
,Drinks,lemonade,(Super cluster 22: Food and Eating)
764,Fruits,apple,(Super cluster 22: Food and Eating)
,Fruits,kiwi,(Super cluster 22: Food and Eating)
,Fruits,lime,(Super cluster 22: Food and Eating)
,Fruits,mango,(Super cluster 22: Food and Eating)
,Fruits,watermelon,(Super cluster 22: Food and Eating)
765,Fruits,banana,(Super cluster 22: Food and Eating)
766,Fruits,cherry,(Super cluster 22: Food and Eating)
767,Fruits,grape,(Super cluster 22: Food and Eating)
768,Fruits,orange,(Super cluster 22: Food and Eating)
769,Fruits,peach,(Super cluster 22: Food and Eating)
770,Fruits,pear,(Super cluster 22: Food and Eating)
771,Fruits,strawberry,(Super cluster 22: Food and Eating)
772,Fruits,avocado,(Super cluster 22: Food and Eating)
773,Fruits,berry,(Super cluster 22: Food and Eating)
774,Fruits,blueberry,(Super cluster 22: Food and Eating)
775,Fruits,coconut,(Super cluster 22: Food and Eating)
776,Fruits,cranberry,(Super cluster 22: Food and Eating)
777,Fruits,grapefruit,(Super cluster 22: Food and Eating)
778,Fruits,lemon,(Super cluster 22: Food and Eating)
779,Fruits,melon,(Super cluster 22: Food and Eating)
780,Fruits,pineapple,(Super cluster 22: Food and Eating)
781,Fruits,plum,(Super cluster 22: Food and Eating)
782,Fruits,prune,(Super cluster 22: Food and Eating)
783,Fruits,raisin,(Super cluster 22: Food and Eating)
784,Fruits,raspberry,(Super cluster 22: Food and Eating)
785,Types of Food,food,(Super cluster 22: Food and Eating)
786,Types of Food,crop,(Super cluster 22: Food and Eating)
787,Types of Food,fruit,(Super cluster 22: Food and Eating)
788,Types of Food,meat,(Super cluster 22: Food and Eating)
789,Types of Food,seafood,(Super cluster 22: Food and Eating)
790,Types of Food,sweets,(Super cluster 22: Food and Eating)
791,Types of Food,vegetables,(Super cluster 22: Food and Eating)
792,Sweets,cake,(Super cluster 22: Food and Eating)
793,Sweets,candy,(Super cluster 22: Food and Eating)
794,Sweets,cookie,(Super cluster 22: Food and Eating)
795,Sweets,cupcake,(Super cluster 22: Food and Eating)
796,Sweets,doughnut,(Super cluster 22: Food and Eating)
797,Sweets,gum,(Super cluster 22: Food and Eating)
798,Sweets,honey,(Super cluster 22: Food and Eating)
799,Sweets,jam,(Super cluster 22: Food and Eating)
800,Sweets,pie,(Super cluster 22: Food and Eating)
801,Sweets,pudding,(Super cluster 22: Food and Eating)
802,Sweets,syrup,(Super cluster 22: Food and Eating)
803,Sweets,brownie,(Super cluster 22: Food and Eating)
804,Sweets,butterscotch,(Super cluster 22: Food and Eating)
805,Sweets,caramel,(Super cluster 22: Food and Eating)
806,Sweets,chocolate,(Super cluster 22: Food and Eating)
807,Sweets,cocoa,(Super cluster 22: Food and Eating)
808,Sweets,fudge,(Super cluster 22: Food and Eating)
809,Sweets,licorice,(Super cluster 22: Food and Eating)
810,Sweets,lollipop,(Super cluster 22: Food and Eating)
811,Sweets,marshmallows,(Super cluster 22: Food and Eating)
812,Sweets,sherbet,(Super cluster 22: Food and Eating)
813,Sweets,sundae,(Super cluster 22: Food and Eating)
814,Sweets,vanilla,(Super cluster 22: Food and Eating)
,,ice-cream,
815,Eating and Drinking,bite,(Super cluster 22: Food and Eating)
816,Eating and Drinking,drink,(Super cluster 22: Food and Eating)
817,Eating and Drinking,eat,(Super cluster 22: Food and Eating)
818,Eating and Drinking,feed,(Super cluster 22: Food and Eating)
819,Eating and Drinking,sip,(Super cluster 22: Food and Eating)
820,Eating and Drinking,swallow,(Super cluster 22: Food and Eating)
821,Eating and Drinking,chew,(Super cluster 22: Food and Eating)
822,Poems and Songs,lullaby,"(Super cluster 23: Literature, Composition, and Writing)"
823,Poems and Songs,music,"(Super cluster 23: Literature, Composition, and Writing)"
824,Poems and Songs,poem,"(Super cluster 23: Literature, Composition, and Writing)"
825,Poems and Songs,rhyme,"(Super cluster 23: Literature, Composition, and Writing)"
826,Poems and Songs,song,"(Super cluster 23: Literature, Composition, and Writing)"
827,Poems and Songs,hymn,"(Super cluster 23: Literature, Composition, and Writing)"
828,Literature (Types),myth,"(Super cluster 23: Literature, Composition, and Writing)"
829,Literature (Types),story,"(Super cluster 23: Literature, Composition, and Writing)"
830,Literature (Types),fiction,"(Super cluster 23: Literature, Composition, and Writing)"
831,Literature (Types),legend,"(Super cluster 23: Literature, Composition, and Writing)"
832,Literature (Types),literature,"(Super cluster 23: Literature, Composition, and Writing)"
833,Literature (Types),mystery,"(Super cluster 23: Literature, Composition, and Writing)"
834,Literature (Types),poetry,"(Super cluster 23: Literature, Composition, and Writing)"
835,Literature (Types),riddle,"(Super cluster 23: Literature, Composition, and Writing)"
836,Literature (Types),tale,"(Super cluster 23: Literature, Composition, and Writing)"
837,Literature (Types),writing,"(Super cluster 23: Literature, Composition, and Writing)"
838,Things to Write On/With,brush,"(Super cluster 23: Literature, Composition, and Writing)"
839,Things to Write On/With,card,"(Super cluster 23: Literature, Composition, and Writing)"
840,Things to Write On/With,crayon,"(Super cluster 23: Literature, Composition, and Writing)"
841,Things to Write On/With,ink,"(Super cluster 23: Literature, Composition, and Writing)"
842,Things to Write On/With,page,"(Super cluster 23: Literature, Composition, and Writing)"
843,Things to Write On/With,paper,"(Super cluster 23: Literature, Composition, and Writing)"
844,Things to Write On/With,pen,"(Super cluster 23: Literature, Composition, and Writing)"
845,Things to Write On/With,pencil,"(Super cluster 23: Literature, Composition, and Writing)"
846,Things to Write On/With,blackboard,"(Super cluster 23: Literature, Composition, and Writing)"
,,whiteboard,
,,marker,
,,ruler,
847,Things to Write On/With,chalk,"(Super cluster 23: Literature, Composition, and Writing)"
848,Things to Write On/With,chalkboard,"(Super cluster 23: Literature, Composition, and Writing)"
849,Things to Write On/With,loose-leaf,"(Super cluster 23: Literature, Composition, and Writing)"
850,Things to Write On/With,notebook,"(Super cluster 23: Literature, Composition, and Writing)"
851,Things to Write On/With,paintbrush,"(Super cluster 23: Literature, Composition, and Writing)"
,,eraser,
852,Messages,letter,"(Super cluster 23: Literature, Composition, and Writing)"
853,Messages,message,"(Super cluster 23: Literature, Composition, and Writing)"
854,Messages,note,"(Super cluster 23: Literature, Composition, and Writing)"
855,Messages,postcard,"(Super cluster 23: Literature, Composition, and Writing)"
856,Messages,poster,"(Super cluster 23: Literature, Composition, and Writing)"
857,Messages,signal,"(Super cluster 23: Literature, Composition, and Writing)"
858,Messages,valentine,"(Super cluster 23: Literature, Composition, and Writing)"
859,Titles and Names,name,"(Super cluster 23: Literature, Composition, and Writing)"
860,Titles and Names,title,"(Super cluster 23: Literature, Composition, and Writing)"
861,Titles and Names,nickname,"(Super cluster 23: Literature, Composition, and Writing)"
862,Publication Types,book,"(Super cluster 23: Literature, Composition, and Writing)"
863,Publication Types,bible,"(Super cluster 23: Literature, Composition, and Writing)"
864,Publication Types,booklet,"(Super cluster 23: Literature, Composition, and Writing)"
865,Publication Types,chapter,"(Super cluster 23: Literature, Composition, and Writing)"
866,Publication Types,cookbook,"(Super cluster 23: Literature, Composition, and Writing)"
867,Publication Types,diary,"(Super cluster 23: Literature, Composition, and Writing)"
868,Publication Types,dictionary,"(Super cluster 23: Literature, Composition, and Writing)"
869,Publication Types,essay,"(Super cluster 23: Literature, Composition, and Writing)"
870,Publication Types,journal,"(Super cluster 23: Literature, Composition, and Writing)"
871,Publication Types,magazine,"(Super cluster 23: Literature, Composition, and Writing)"
872,Publication Types,newspaper,"(Super cluster 23: Literature, Composition, and Writing)"
873,Publication Types,novel,"(Super cluster 23: Literature, Composition, and Writing)"
874,Publication Types,outline,"(Super cluster 23: Literature, Composition, and Writing)"
875,Publication Types,storybook,"(Super cluster 23: Literature, Composition, and Writing)"
876,Publication Types,summary,"(Super cluster 23: Literature, Composition, and Writing)"
877,Publication Types,text,"(Super cluster 23: Literature, Composition, and Writing)"
878,Publication Types,textbook,"(Super cluster 23: Literature, Composition, and Writing)"
879,Rules and Laws,law,"(Super cluster 23: Literature, Composition, and Writing)"
880,Rules and Laws,regulation,"(Super cluster 23: Literature, Composition, and Writing)"
881,Rules and Laws,rule,"(Super cluster 23: Literature, Composition, and Writing)"
882,Illustrations and Drawings,diagram,"(Super cluster 23: Literature, Composition, and Writing)"
883,Illustrations and Drawings,drawing,"(Super cluster 23: Literature, Composition, and Writing)"
884,Illustrations and Drawings,graph,"(Super cluster 23: Literature, Composition, and Writing)"
885,Illustrations and Drawings,map,"(Super cluster 23: Literature, Composition, and Writing)"
886,"Writing, Drawing, and Reading",color,"(Super cluster 23: Literature, Composition, and Writing)"
887,"Writing, Drawing, and Reading",copy,"(Super cluster 23: Literature, Composition, and Writing)"
888,"Writing, Drawing, and Reading",draw,"(Super cluster 23: Literature, Composition, and Writing)"
889,"Writing, Drawing, and Reading",paint,"(Super cluster 23: Literature, Composition, and Writing)"
890,"Writing, Drawing, and Reading",print,"(Super cluster 23: Literature, Composition, and Writing)"
891,"Writing, Drawing, and Reading",publish,"(Super cluster 23: Literature, Composition, and Writing)"
892,"Writing, Drawing, and Reading",scribble,"(Super cluster 23: Literature, Composition, and Writing)"
893,"Writing, Drawing, and Reading",sign,"(Super cluster 23: Literature, Composition, and Writing)"
894,"Writing, Drawing, and Reading",spell,"(Super cluster 23: Literature, Composition, and Writing)"
895,"Writing, Drawing, and Reading",write,"(Super cluster 23: Literature, Composition, and Writing)"
896,"Writing, Drawing, and Reading",handwriting,"(Super cluster 23: Literature, Composition, and Writing)"
897,"Writing, Drawing, and Reading",misspell,"(Super cluster 23: Literature, Composition, and Writing)"
898,"Writing, Drawing, and Reading",publish,"(Super cluster 23: Literature, Composition, and Writing)"
899,"Writing, Drawing, and Reading",skim,"(Super cluster 23: Literature, Composition, and Writing)"
900,"Writing, Drawing, and Reading",trace,"(Super cluster 23: Literature, Composition, and Writing)"
901,"Writing, Drawing, and Reading",underline,"(Super cluster 23: Literature, Composition, and Writing)"
902,Art,art,(Super cluster 24: Arts and Entertainment)
903,Art,painting,(Super cluster 24: Arts and Entertainment)
904,Art,photo,(Super cluster 24: Arts and Entertainment)
905,Art,photograph,(Super cluster 24: Arts and Entertainment)
906,Art,picture,(Super cluster 24: Arts and Entertainment)
907,Art,statue,(Super cluster 24: Arts and Entertainment)
908,Plays and Movies,act,(Super cluster 24: Arts and Entertainment)
909,Plays and Movies,cartoon,(Super cluster 24: Arts and Entertainment)
910,Plays and Movies,film,(Super cluster 24: Arts and Entertainment)
911,Plays and Movies,movie,(Super cluster 24: Arts and Entertainment)
912,Plays and Movies,show,(Super cluster 24: Arts and Entertainment)
913,Plays and Movies,stage,(Super cluster 24: Arts and Entertainment)
914,Plays and Movies,comedy,(Super cluster 24: Arts and Entertainment)
915,Plays and Movies,play,(Super cluster 24: Arts and Entertainment)
,,cinema,
916,Music and Dance,dance,(Super cluster 24: Arts and Entertainment)
917,Music and Dance,music,(Super cluster 24: Arts and Entertainment)
918,Music and Dance,ballet,(Super cluster 24: Arts and Entertainment)
919,Music and Dance,melody,(Super cluster 24: Arts and Entertainment)
920,Music and Dance,orchestra,(Super cluster 24: Arts and Entertainment)
921,Music and Dance,solo,(Super cluster 24: Arts and Entertainment)
922,Musical Instruments,instrument,(Super cluster 24: Arts and Entertainment)
923,Musical Instruments,banjo,(Super cluster 24: Arts and Entertainment)
924,Musical Instruments,drum,(Super cluster 24: Arts and Entertainment)
925,Musical Instruments,guitar,(Super cluster 24: Arts and Entertainment)
926,Musical Instruments,piano,(Super cluster 24: Arts and Entertainment)
927,Musical Instruments,triangle,(Super cluster 24: Arts and Entertainment)
928,Musical Instruments,violin,(Super cluster 24: Arts and Entertainment)
929,Looking and Perceiving,look,(Super cluster 25: Seeing and Perceiving)
930,Looking and Perceiving,see,(Super cluster 25: Seeing and Perceiving)
931,Looking and Perceiving,stare,(Super cluster 25: Seeing and Perceiving)
932,Looking and Perceiving,watch,(Super cluster 25: Seeing and Perceiving)
933,Looking and Perceiving,blink,(Super cluster 25: Seeing and Perceiving)
934,Looking and Perceiving,peek,(Super cluster 25: Seeing and Perceiving)
935,Looking and Perceiving,spy,(Super cluster 25: Seeing and Perceiving)
936,Looking and Perceiving,wink,(Super cluster 25: Seeing and Perceiving)
937,Visual Images and Perception,appearance,(Super cluster 25: Seeing and Perceiving)
938,Visual Images and Perception,badge,(Super cluster 25: Seeing and Perceiving)
939,Visual Images and Perception,flag,(Super cluster 25: Seeing and Perceiving)
940,Visual Images and Perception,image,(Super cluster 25: Seeing and Perceiving)
941,Visual Images and Perception,scene,(Super cluster 25: Seeing and Perceiving)
942,Visual Images and Perception,sight,(Super cluster 25: Seeing and Perceiving)
943,Visual Images and Perception,view,(Super cluster 25: Seeing and Perceiving)
944,Characteristics Related to Clothes/Wearing of Clothes,barefoot,(Super cluster 26: Clothing)
945,Characteristics Related to Clothes/Wearing of Clothes,naked,(Super cluster 26: Clothing)
946,Coats,coat,(Super cluster 26: Clothing)
947,Coats,jacket,(Super cluster 26: Clothing)
948,Coats,cape,(Super cluster 26: Clothing)
949,Coats,raincoat,(Super cluster 26: Clothing)
950,Things Worn on the Hands/Feet,boot,(Super cluster 26: Clothing)
951,Things Worn on the Hands/Feet,glove,(Super cluster 26: Clothing)
952,Things Worn on the Hands/Feet,mittens,(Super cluster 26: Clothing)
953,Things Worn on the Hands/Feet,shoe,(Super cluster 26: Clothing)
954,Things Worn on the Hands/Feet,skate,(Super cluster 26: Clothing)
955,Things Worn on the Hands/Feet,sock,(Super cluster 26: Clothing)
956,Things Worn on the Hands/Feet,stocking,(Super cluster 26: Clothing)
957,Things Worn on the Hands/Feet,sandal,(Super cluster 26: Clothing)
958,Things Worn on the Hands/Feet,slipper,(Super cluster 26: Clothing)
959,"Pants, Shirts and Skirts",belt,(Super cluster 26: Clothing)
960,"Pants, Shirts and Skirts",diaper,(Super cluster 26: Clothing)
961,"Pants, Shirts and Skirts",dress,(Super cluster 26: Clothing)
962,"Pants, Shirts and Skirts",jeans,(Super cluster 26: Clothing)
963,"Pants, Shirts and Skirts",pajamas,(Super cluster 26: Clothing)
964,"Pants, Shirts and Skirts",pants,(Super cluster 26: Clothing)
965,"Pants, Shirts and Skirts",pocket,(Super cluster 26: Clothing)
966,"Pants, Shirts and Skirts",shirt,(Super cluster 26: Clothing)
967,"Pants, Shirts and Skirts",skirt,(Super cluster 26: Clothing)
968,"Pants, Shirts and Skirts",apron,(Super cluster 26: Clothing)
969,"Pants, Shirts and Skirts",bathrobe,(Super cluster 26: Clothing)
970,"Pants, Shirts and Skirts",nightgown,(Super cluster 26: Clothing)
971,"Pants, Shirts and Skirts",robe,(Super cluster 26: Clothing)
972,"Pants, Shirts and Skirts",shorts,(Super cluster 26: Clothing)
973,"Pants, Shirts and Skirts",sweater,(Super cluster 26: Clothing)
974,"Pants, Shirts and Skirts",tights,(Super cluster 26: Clothing)
,,trousers,
975,Things Worn on the Head,cap,(Super cluster 26: Clothing)
976,Things Worn on the Head,glasses,(Super cluster 26: Clothing)
977,Things Worn on the Head,hat,(Super cluster 26: Clothing)
978,Things Worn on the Head,helmet,(Super cluster 26: Clothing)
979,Things Worn on the Head,hood,(Super cluster 26: Clothing)
980,Things Worn on the Head,mask,(Super cluster 26: Clothing)
981,Things Worn on the Head,sunglasses,(Super cluster 26: Clothing)
982,Things Worn on the Head,crown,(Super cluster 26: Clothing)
983,Fabrics,cloth,(Super cluster 26: Clothing)
984,Fabrics,rag,(Super cluster 26: Clothing)
985,Fabrics,thread,(Super cluster 26: Clothing)
986,Fabrics,cotton,(Super cluster 26: Clothing)
987,Fabrics,lace,(Super cluster 26: Clothing)
988,Fabrics,leather,(Super cluster 26: Clothing)
989,Fabrics,nylon,(Super cluster 26: Clothing)
990,Fabrics,silk,(Super cluster 26: Clothing)
991,Fabrics,wool,(Super cluster 26: Clothing)
992,Clothing Parts,button,(Super cluster 26: Clothing)
993,Clothing Parts,collar,(Super cluster 26: Clothing)
994,Clothing Parts,sleeve,(Super cluster 26: Clothing)
995,Clothing Parts,zipper,(Super cluster 26: Clothing)
996,Clothing (General),clothes,(Super cluster 26: Clothing)
997,Clothing (General),clothing,(Super cluster 26: Clothing)
998,Clothing (General),costume,(Super cluster 26: Clothing)
999,Clothing (General),suit,(Super cluster 26: Clothing)
1000,Clothing (General),uniform,(Super cluster 26: Clothing)
1001,Clothing-Related Actions,fit,(Super cluster 26: Clothing)
1002,Clothing-Related Actions,fold,(Super cluster 26: Clothing)
1003,Clothing-Related Actions,sew,(Super cluster 26: Clothing)
1004,Clothing-Related Actions,tear,(Super cluster 26: Clothing)
1005,Clothing-Related Actions,wear,(Super cluster 26: Clothing)
1006,Clothing-Related Actions,braid,(Super cluster 26: Clothing)
1007,Clothing-Related Actions,patch,(Super cluster 26: Clothing)
1008,Clothing-Related Actions,rip,(Super cluster 26: Clothing)
1009,Clothing-Related Actions,wrinkle,(Super cluster 26: Clothing)
1010,Clothing-Related Actions,zip,(Super cluster 26: Clothing)
1011,Clothing and Grooming Accessories,brush,(Super cluster 26: Clothing)
1012,Clothing and Grooming Accessories,comb,(Super cluster 26: Clothing)
,,hairbrush,
1013,Clothing and Grooming Accessories,handkerchief,(Super cluster 26: Clothing)
1014,Clothing and Grooming Accessories,buckle,(Super cluster 26: Clothing)
1015,Clothing and Grooming Accessories,fan,(Super cluster 26: Clothing)
1016,Clothing and Grooming Accessories,jewelry,(Super cluster 26: Clothing)
1017,Clothing and Grooming Accessories,kerchief,(Super cluster 26: Clothing)
1018,Clothing and Grooming Accessories,necklace,(Super cluster 26: Clothing)
1019,Clothing and Grooming Accessories,perfume,(Super cluster 26: Clothing)
1020,Clothing and Grooming Accessories,pin,(Super cluster 26: Clothing)
1021,Clothing and Grooming Accessories,ribbon,(Super cluster 26: Clothing)
1022,Clothing and Grooming Accessories,ring,(Super cluster 26: Clothing)
1023,Clothing and Grooming Accessories,scarf,(Super cluster 26: Clothing)
1024,Clothing and Grooming Accessories,tie,(Super cluster 26: Clothing)
1025,Clothing and Grooming Accessories,umbrella,(Super cluster 26: Clothing)
1026,Durability/Strength,strong,"(Super cluster 27: Texture, Durability, and Consistency)"
1027,Durability/Strength,weak,"(Super cluster 27: Texture, Durability, and Consistency)"
1028,Durability/Strength,delicate,"(Super cluster 27: Texture, Durability, and Consistency)"
1029,Texture,hard,"(Super cluster 27: Texture, Durability, and Consistency)"
1030,Texture,soft,"(Super cluster 27: Texture, Durability, and Consistency)"
1031,Texture,bumpy,"(Super cluster 27: Texture, Durability, and Consistency)"
1032,Texture,firm,"(Super cluster 27: Texture, Durability, and Consistency)"
1033,Texture,rough,"(Super cluster 27: Texture, Durability, and Consistency)"
1034,Texture,smooth,"(Super cluster 27: Texture, Durability, and Consistency)"
1035,Texture,tight,"(Super cluster 27: Texture, Durability, and Consistency)"
1036,Reducing/Diminishing,crumble,(Super cluster 28: Movement and Action)
1037,Reducing/Diminishing,crumple,(Super cluster 28: Movement and Action)
1038,Reducing/Diminishing,shorten,(Super cluster 28: Movement and Action)
1039,Reducing/Diminishing,shrink,(Super cluster 28: Movement and Action)
1040,Reducing/Diminishing,tighten,(Super cluster 28: Movement and Action)
1041,Pushing and Pulling,pull,(Super cluster 28: Movement and Action)
1042,Pushing and Pulling,push,(Super cluster 28: Movement and Action)
1043,Pushing and Pulling,drag,(Super cluster 28: Movement and Action)
1044,Pushing and Pulling,haul,(Super cluster 28: Movement and Action)
1045,Pushing and Pulling,shove,(Super cluster 28: Movement and Action)
1046,Pushing and Pulling,yank,(Super cluster 28: Movement and Action)
1047,Descending Motion,lie,(Super cluster 28: Movement and Action)
1048,Descending Motion,sit,(Super cluster 28: Movement and Action)
1049,Descending Motion,crouch,(Super cluster 28: Movement and Action)
1050,Descending Motion,kneel,(Super cluster 28: Movement and Action)
1051,Descending Motion,squat,(Super cluster 28: Movement and Action)
1052,Lack of Motion,rest,(Super cluster 28: Movement and Action)
1053,Lack of Motion,stay,(Super cluster 28: Movement and Action)
1054,Lack of Motion,delay,(Super cluster 28: Movement and Action)
1055,Lack of Motion,pause,(Super cluster 28: Movement and Action)
1056,Lack of Motion,relax,(Super cluster 28: Movement and Action)
1057,Lack of Motion,remain,(Super cluster 28: Movement and Action)
1058,Lack of Motion,wait,(Super cluster 28: Movement and Action)
1059,Joining,meet,(Super cluster 28: Movement and Action)
1060,Joining,attach,(Super cluster 28: Movement and Action)
1061,Joining,combine,(Super cluster 28: Movement and Action)
1062,Joining,connect,(Super cluster 28: Movement and Action)
1063,Joining,fasten,(Super cluster 28: Movement and Action)
1064,Joining,include,(Super cluster 28: Movement and Action)
1065,Joining,join,(Super cluster 28: Movement and Action)
1066,Joining,marriage,(Super cluster 28: Movement and Action)
1067,Joining,marry,(Super cluster 28: Movement and Action)
1068,Joining,stick,(Super cluster 28: Movement and Action)
1069,Joining,wedding,(Super cluster 28: Movement and Action)
1070,Tossing and Catching,catch,(Super cluster 28: Movement and Action)
1071,Tossing and Catching,pass,(Super cluster 28: Movement and Action)
1072,Tossing and Catching,throw,(Super cluster 28: Movement and Action)
1073,Tossing and Catching,toss,(Super cluster 28: Movement and Action)
1074,Descending Motion (General),drop,(Super cluster 28: Movement and Action)
1075,Descending Motion (General),fall,(Super cluster 28: Movement and Action)
1076,Descending Motion (General),lay,(Super cluster 28: Movement and Action)
1077,Descending Motion (General),dump,(Super cluster 28: Movement and Action)
1078,Descending Motion (General),slump,(Super cluster 28: Movement and Action)
1079,Descending Motion (General),tumble,(Super cluster 28: Movement and Action)
1080,Expanding Motion,blast,(Super cluster 28: Movement and Action)
1081,Expanding Motion,expand,(Super cluster 28: Movement and Action)
1082,Expanding Motion,explode,(Super cluster 28: Movement and Action)
1083,Expanding Motion,magnify,(Super cluster 28: Movement and Action)
1084,Expanding Motion,spread,(Super cluster 28: Movement and Action)
1085,Ascending Motion,climb,(Super cluster 28: Movement and Action)
1086,Ascending Motion,lift,(Super cluster 28: Movement and Action)
1087,Ascending Motion,raise,(Super cluster 28: Movement and Action)
1088,Ascending Motion,order,(Super cluster 28: Movement and Action)
1089,Ascending Motion,rank,(Super cluster 28: Movement and Action)
1090,Ascending Motion,rise,(Super cluster 28: Movement and Action)
1091,Beginning Motion,begin,(Super cluster 28: Movement and Action)
1092,Beginning Motion,start,(Super cluster 28: Movement and Action)
1093,Beginning Motion,try,(Super cluster 28: Movement and Action)
1094,Beginning Motion,beginning,(Super cluster 28: Movement and Action)
1095,Beginning Motion,origin,(Super cluster 28: Movement and Action)
1096,Coming/Going (General),go,(Super cluster 28: Movement and Action)
1097,Coming/Going (General),come,(Super cluster 28: Movement and Action)
1098,Coming/Going (General),leave,(Super cluster 28: Movement and Action)
1099,Coming/Going (General),travel,(Super cluster 28: Movement and Action)
1100,Coming/Going (General),visit,(Super cluster 28: Movement and Action)
1101,Coming/Going (General),wander,(Super cluster 28: Movement and Action)
1102,Coming/Going (General),appear,(Super cluster 28: Movement and Action)
1103,Coming/Going (General),approach,(Super cluster 28: Movement and Action)
1104,Coming/Going (General),arrive,(Super cluster 28: Movement and Action)
1105,Coming/Going (General),depart,(Super cluster 28: Movement and Action)
1106,Coming/Going (General),disappear,(Super cluster 28: Movement and Action)
1107,Coming/Going (General),exit,(Super cluster 28: Movement and Action)
1108,Coming/Going (General),journey,(Super cluster 28: Movement and Action)
1109,Coming/Going (General),proceed,(Super cluster 28: Movement and Action)
1110,Vibration,juggle,(Super cluster 28: Movement and Action)
1111,Vibration,shake,(Super cluster 28: Movement and Action)
1112,Vibration,shiver,(Super cluster 28: Movement and Action)
1113,Vibration,vibrate,(Super cluster 28: Movement and Action)
1114,Vibration,wiggle,(Super cluster 28: Movement and Action)
1115,Giving and Taking,bring,(Super cluster 28: Movement and Action)
1116,Giving and Taking,carry,(Super cluster 28: Movement and Action)
1117,Giving and Taking,deliver,(Super cluster 28: Movement and Action)
1118,Giving and Taking,get,(Super cluster 28: Movement and Action)
1119,Giving and Taking,give,(Super cluster 28: Movement and Action)
1120,Giving and Taking,mail,(Super cluster 28: Movement and Action)
,,email,
1121,Giving and Taking,move,(Super cluster 28: Movement and Action)
1122,Giving and Taking,place,(Super cluster 28: Movement and Action)
1123,Giving and Taking,present,(Super cluster 28: Movement and Action)
1124,Giving and Taking,put,(Super cluster 28: Movement and Action)
1125,Giving and Taking,return,(Super cluster 28: Movement and Action)
1126,Giving and Taking,send,(Super cluster 28: Movement and Action)
